timestamp,meter_id,type,zone,consommation_kw,tension_v,courant_a,facteur_puissance,frequency_hz,status
2026-05-11 00:00:00,SM_0001,residentiel,zone_D,5.573794805265683,222.3734691018049,25.065017098392893,0.852314582019457,60.114769072453726,normal
2026-05-11 00:00:00,SM_0002,residentiel,zone_B,4.376415318466218,222.49897011380057,19.669373373853514,0.8798515858026491,60.08598256043408,anomalie
2026-05-11 00:00:00,SM_0003,commercial,zone_D,6.26574397028662,227.9972834474125,27.48166063887253,0.8791423306220622,59.97519530275098,normal
2026-05-11 00:00:00,SM_0004,commercial,zone_A,3.081918501257152,238.18124591554658,12.939383574934894,0.8766110693027382,60.06551536384697,normal
2026-05-11 00:00:00,SM_0005,residentiel,zone_A,5.353620277358057,224.3042208034019,23.86767515199991,0.8535288240416837,60.0971042910239,normal
2026-05-11 00:00:00,SM_0006,industriel,zone_C,87.0265472969338,224.80852223238875,387.11409350830945,0.8723245437101691,60.10469949156269,normal
2026-05-11 00:00:00,SM_0007,industriel,zone_B,111.29043588011248,235.42670680269632,472.7179740630763,0.886208731540643,59.942483114811644,normal
2026-05-11 00:00:00,SM_0008,residentiel,zone_C,3.368665999088876,226.20666578002016,14.891983786034016,0.9356239904070422,59.68965117696452,normal
2026-05-11 00:00:00,SM_0009,industriel,zone_B,94.12440838788038,230.67805907663538,408.03364119086234,0.9018285715404388,59.893054893899574,normal
2026-05-11 00:00:00,SM_0010,commercial,zone_D,7.979728746985176,224.50482857190056,35.54368428396436,0.869697543243093,59.97982250434927,normal
2026-05-11 00:00:00,SM_0011,industriel,zone_A,107.45976471376035,220.89360180101974,486.4774888797357,0.9364138581401388,59.96190455545351,normal
2026-05-11 00:00:00,SM_0012,industriel,zone_C,80.22387981094553,225.35888513313054,355.9827683898656,0.875599541598391,60.06849997580405,normal
2026-05-11 00:00:00,SM_0013,residentiel,zone_C,2.643462820579297,229.92430837210117,11.497100238315005,0.9384548344436436,60.116055867097224,normal
2026-05-11 00:00:00,SM_0014,residentiel,zone_B,7.479222659176916,227.50814603639762,32.87452686630553,0.9259894357705953,60.03742968864267,anomalie
2026-05-11 00:00:00,SM_0015,industriel,zone_A,47.902776235082236,228.90626518713162,209.26808707451306,0.8529373295514663,59.92878355943772,normal
2026-05-11 00:00:00,SM_0016,commercial,zone_A,8.140711616795551,234.58322070386834,34.70287257702958,0.9382756865418571,59.96448443710573,anomalie
2026-05-11 00:00:00,SM_0017,industriel,zone_A,44.19655380988084,224.17591257039786,197.15121621731691,0.9330318842856302,59.68913697719261,normal
2026-05-11 00:00:00,SM_0018,industriel,zone_D,84.63356602953702,232.10800295194588,364.63010733438176,0.8530754096688813,59.85622036982423,normal
2026-05-11 00:00:00,SM_0019,industriel,zone_B,130.2907033780287,228.76555926674877,569.5381061539299,0.9489214436934421,59.90281976703973,anomalie
2026-05-11 00:00:00,SM_0020,residentiel,zone_C,4.622555710032361,220.48385063358586,20.965506982706046,0.917802981363595,59.8137928149602,normal
2026-05-11 00:00:00,SM_0021,residentiel,zone_B,4.2539985891149446,226.00730164060093,18.822394490066944,0.8991933061591254,59.6799695901186,normal
2026-05-11 00:00:00,SM_0022,commercial,zone_A,6.505704674821798,232.48583741713492,27.983230062952245,0.8509804733400381,60.21577535383761,normal
2026-05-11 00:00:00,SM_0023,commercial,zone_D,6.749479457641387,231.0442906985046,29.212924661483843,0.9078954316586627,60.133207668146106,normal
2026-05-11 00:00:00,SM_0024,residentiel,zone_D,5.289771653288511,229.6682888662943,23.03222477687397,0.8970326372019659,60.26155780871678,normal
