timestamp,meter_id,type,zone,consommation_kw,tension_v,courant_a,facteur_puissance,frequency_hz,status,hour,day_of_week,is_weekend,consumption_diff,consumption_rate_change,is_anomaly,anomaly_type,confidence,reconstruction_score,voltage_score,consumption_score,power_factor_score,frequency_score,temporal_score,rate_change_score
2026-05-11 23:15:00,SM_0088,commercial,zone_C,11.738377842855476,233.81340979175684,50.20404027857138,0.9269436351612851,59.77115483116651,normal,23,0,0,-1.6358924735825084,-0.12231639071717237,0,normal,0.17055419087409973,0.8527709245681763,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 23:30:00,SM_0088,commercial,zone_C,13.415976129297004,224.76925526891665,59.68777230340496,0.9307499354599951,59.66977248622596,normal,23,0,0,1.677598286441528,0.1429156829759568,0,normal,0.14252837002277374,0.7126418352127075,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 23:45:00,SM_0088,commercial,zone_C,13.095321557514797,226.840772862098,57.729134812442915,0.9411091036040833,59.96988852144705,normal,23,0,0,-0.3206545717822067,-0.0239009497849344,0,normal,0.1182311400771141,0.5911557078361511,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 00:00:00,SM_0089,residentiel,zone_B,4.221068523364024,235.22914519706387,17.94449629032071,0.8702213583605674,59.95741860941123,normal,0,0,0,0.0,0.0,0,normal,0.07408023625612259,0.37040117383003235,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 00:15:00,SM_0089,residentiel,zone_B,4.345845576362416,226.06596165493596,19.223794438350062,0.9173492555586911,59.953886939058066,normal,0,0,0,0.12477705299839226,0.029560537173878965,0,normal,0.10537625849246979,0.5268812775611877,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 00:30:00,SM_0089,residentiel,zone_B,4.064732754128604,237.99912777681797,17.07877164129895,0.8883962098563665,59.783059859086954,normal,0,0,0,-0.28111282223381195,-0.06468541444795439,0,normal,0.18543632328510284,0.927181601524353,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 00:45:00,SM_0089,residentiel,zone_B,3.9198059928288225,228.10177524367194,17.184460702427465,0.8788023472482459,60.43168253954998,normal,0,0,0,-0.14492676129978177,-0.03565468385408066,0,normal,0.11614127457141876,0.5807063579559326,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 01:00:00,SM_0089,residentiel,zone_B,4.08769780410331,229.97631029875006,17.774429891466635,0.8666702369832605,60.03016721970984,normal,1,0,0,0.16789181127448716,0.042831663501112116,0,normal,0.11594990640878677,0.5797495245933533,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 01:15:00,SM_0089,residentiel,zone_B,4.1413417640368255,220.0101246652329,18.823414469394468,0.8910856336083761,60.37252826217761,normal,1,0,0,0.053643959933515895,0.013123269503843238,0,normal,0.07227396965026855,0.3613698482513428,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 01:30:00,SM_0089,residentiel,zone_B,4.4204542186851015,232.58133122499146,19.006057775156943,0.9077513633323128,59.98784182600525,normal,1,0,0,0.27911245464827594,0.06739662422263049,0,normal,0.09835942834615707,0.49179714918136597,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 01:45:00,SM_0089,residentiel,zone_B,4.18643264700731,239.39122153752155,17.487828585022445,0.8980683326119326,59.79282362464058,normal,1,0,0,-0.23402157167779158,-0.052940616529539186,0,normal,0.11360543966293335,0.5680271983146667,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 02:00:00,SM_0089,residentiel,zone_B,4.176689708331921,229.89986910352647,18.16742969284211,0.8670622395099783,59.67139441735569,normal,2,0,0,-0.009742938675389112,-0.002327265119708488,0,normal,0.09457718580961227,0.47288593649864197,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 02:15:00,SM_0089,residentiel,zone_B,3.972450857649808,233.25579263181274,17.03044890259254,0.8920638508192542,59.940300245508524,normal,2,0,0,-0.2042388506821129,-0.04889969448165721,0,normal,0.1252938210964203,0.626469075679779,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 02:30:00,SM_0089,residentiel,zone_B,3.8073663187331714,230.04234088005822,16.550719768228642,0.9076991332814051,59.77921332240761,normal,2,0,0,-0.16508453891663644,-0.0415573520812047,0,normal,0.1719948798418045,0.8599743843078613,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 02:45:00,SM_0089,residentiel,zone_B,4.158825901544201,221.0814167740426,18.81128663923278,0.9076402328747448,60.16038924972237,normal,2,0,0,0.35145958281102985,0.09231041969399234,0,normal,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 03:00:00,SM_0089,residentiel,zone_B,4.224668609078569,230.7237866773212,18.3105030908104,0.9242376661006193,59.94545820170273,normal,3,0,0,0.06584270753436794,0.015832042286242354,0,normal,0.10466127842664719,0.5233063697814941,0.0,0.0,0.0,0.0,0.0,0.0
